Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),ID,DEFCON_Level
8,1,0.55,2,27,129,0.475770925,340.26,1,827200,2771,2
8,0,0.21,2,21,65,0.453744493,358.28,0,809600,2498,2
7,1,0.01,2,27,85,0.52349486,352.98,1,792000,6881,3
10,0,0.46,2,6,12,0.373715125,332.84,0,985600,598,4
6,1,0,2,5,12,0.482378855,367.82,0,853600,10341,2
9,0,0.47,2,20,37,0.486784141,344.5,1,924000,10204,2
8,0,0.3,2,6,12,0.42804699,349.8,1,862400,8014,2
9,0,0.46,2,7,15,0.28267254,340.26,1,1100000,3332,4
9,1,0.1,3,11,22,0.685022026,350.86,1,844800,903,2
7,0,0.36,2,21,65,0.516152717,381.6,1,818400,780,3
13,0,0.55,2,22,38,0.707048458,328.6,1,915200,12058,3
8,1,0.02,3,14,18,0.552863436,362.52,1,836000,2405,3
8,1,0.26,2,23,81,0.423641703,345.56,1,862400,6037,2
7,1,0.07,2,6,20,0.43979442,346.62,1,844800,5738,2
8,0,0.51,2,12,24,0.538179148,322.24,1,809600,41,2
12,0,0.54,2,5,21,0.709985316,343.44,1,994400,1445,3
7,1,0,3,15,39,0.256240822,364.64,1,1126400,851,4
8,0,0.37,2,23,35,0.354625551,346.62,1,1091200,9217,4
8,1,0,3,25,44,0.464023495,356.16,1,924000,5904,3
8,1,0.24,2,10,86,0.486784141,342.38,1,818400,5764,2
6,0,0.24,2,18,45,0.500734214,359.34,1,836000,1191,3
8,0,0.68,7,37.5,82,0.57195301,319.06,1,924000,8947,2
8,1,0.1,3,12,26,0.567547724,362.52,1,1012000,7753,4
7,1,0.26,2,31,69,0.410425844,374.18,1,950400,11118,3
11,1,0.67,2,6,13,0.530837004,347.68,1,976800,2329,2
6,1,0.01,2,17,59,0.459618209,379.48,1,959200,6048,3
16,1,0.44,2,35,67,0.773127753,309.52,2,853600,10512,2
8,0,0.42,2,9,20,0.381057269,346.62,1,1038400,7594,4
8,1,0.11,3,5,13,0.611600587,341.32,1,836000,5735,2
7,1,0.04,2,19,35,0.380323054,359.34,1,959200,3682,3
11,0,0.47,3,21,78,0.611600587,330.72,1,880000,5029,3
8,1,0.24,3,17,108,0.497797357,346.62,1,836000,4429,2
9,0,0.4,3,16,68,0.524963289,325.42,1,827200,12373,2
12,1,0.49,3,4,8,0.773127753,330.72,1,941600,6213,3
7,0,0.33,2,12,29,0.461820852,343.44,1,862400,2882,4
7,0,0.26,2,3,28,0.441997063,342.38,0,888800,9598,3
8,0,0.36,2,6,17,0.33113069,355.1,1,1117600,1152,4
6,1,0.15,4,13,31,0.414831131,379.48,1,994400,12141,2
8,0,0.3,2,32,66,0.516152717,360.4,1,792000,10434,2
7,0,0.49,2,23,65,0.332599119,360.4,1,1135200,415,3
7,1,0.08,4,27,126,0.485315712,351.92,1,818400,11128,2
8,0,0.31,2,15,74,0.521292217,352.98,1,818400,4766,2
9,1,0.14,3,17,36,0.646842878,350.86,1,853600,185,3
9,0,0.39,2,3,9,0.370778267,346.62,1,1082400,7903,4
10,0,0.54,3,15,40,0.508810573,362.52,1,1056000,2377,4
8,0,0.49,4,17,127,0.599853157,373.12,1,924000,2421,2
7,1,0.04,3,13,20,0.389867841,365.7,0,1117600,1531,4
11,1,0.43,2,26,52,0.670337739,341.32,1,809600,599,2
7,1,0.03,2,14,88,0.54185022,368.88,1,853600,8169,2
9,1,0.18,3,25,130,0.595447871,343.44,1,853600,6062,2
10,1,0.22,3,20,47,0.629955947,333.9,1,827200,1399,2
12,0,0.51,2,6,14,0.589574156,336.02,1,871200,7409,1
8,0,0.42,2,9,23,0.538179148,341.32,1,836000,2221,3
8,0,0.41,2,4,10,0.302496329,341.32,1,1047200,4069,4
8,1,0.42,2,5,13,0.395741557,364.64,1,836000,9527,2
7,1,0.03,2,7,15,0.450073421,384.78,1,915200,9683,3
6,0,0.09,2,18,25,0.353157122,379.48,1,888800,4068,2
9,1,0,3,13,31,0.711453744,350.86,1,827200,9825,2
8,1,0.27,3,12,37,0.47650514,338.14,1,924000,2378,2
7,0,0.33,2,12,29,0.461820852,348.74,1,844800,11470,3
10,1,0.48,2,5,14,0.5969163,339.2,1,836000,10417,2
9,0,0.54,2,5,9,0.347283407,331.78,1,1082400,11477,3
8,1,0.56,2,3,9,0.406020558,327.54,1,818400,11583,2
10,0,0.46,2,6,16,0.563142438,330.72,1,959200,3114,2
10,0,0.24,3,10,88,0.5969163,345.56,1,827200,1010,2
8,0,0.38,2,41,55,0.435389134,351.92,1,827200,9107,2
11,0,0.49,3,34,72,0.552863436,349.8,1,1012000,9600,2
7,1,0,2,50,59,0.552863436,379.48,1,941600,5098,3
8,0,0.37,2,8,22,0.33113069,359.34,1,985600,11172,4
6,1,0.06,2,41,61,0.459618209,358.28,1,906400,12428,3
7,0,0.32,2,15,53,0.552863436,378.42,1,906400,6652,3
10,0,0.57,1,17,43,0.604258443,334.96,1,836000,4591,2
9,1,0.22,2,9,21,0.494126285,346.62,1,844800,4589,1
5,1,0,1,15,23,0.244493392,425.06,1,1100000,5747,2
5,1,0.19,2,8,22,0.413362702,371,1,968000,11273,1
10,0,0.37,2,17,43,0.406020558,324.36,1,985600,8950,3
9,1,0.14,3,4,14,0.534508076,341.32,1,915200,8826,2
8,1,0.29,2,15,38,0.611600587,368.88,1,818400,1595,3
8,1,0.03,2,4,11,0.430249633,356.16,0,1020800,7321,2
8,1,0.06,2,9,35,0.52349486,357.22,0,827200,10431,2
6,0,0.39,1,6,32,0.331864905,354.04,1,994400,6176,3
7,1,0.07,3,17,99,0.501468429,349.8,1,827200,6315,2
7,1,0.02,4,32,90,0.508810573,351.92,1,844800,4415,3
8,1,0.06,2,19,42,0.279001468,372.06,1,1020800,10967,4
7,1,0.06,2,12,54,0.40969163,372.06,1,968000,5341,1
12,0,0.69,3,10,43,0.699706314,329.66,1,897600,6466,2
6,1,0.02,4,5,10,0.491923642,366.76,0,827200,1236,1
7,1,0,2,11,26,0.604258443,389.02,1,880000,7741,2
12,0,0.49,2,3,8,0.72907489,340.26,0,809600,4705,3
8,0,0.4,2,38,145,0.425110132,340.26,1,932800,5082,2
7,1,0,2,9,22,0.332599119,352.98,1,959200,10676,3
7,1,0.02,3,37,77.5,0.604258443,389.02,1,836000,8341,2
8,1,0.24,2,5,12,0.534508076,357.22,1,950400,3202,3
8,1,0.09,2,11,22,0.545521292,357.22,1,836000,3744,3
8,0,0.23,2,13,30,0.424375918,337.08,1,862400,3570,4
7,0,0.04,2,40,44,0.479441997,362.52,1,932800,3300,3
9,1,0.49,3,17,34,0.579295154,354.04,1,1100000,4703,3
12,0,0.49,2,3,8,0.589574156,327.54,1,871200,331,2
6,1,0.21,2,14,47,0.406020558,379.48,1,875600,5249,2
8,1,0.33,2,24,144,0.538179148,344.5,1,844800,7226,2
7,1,0.08,4,14,31,0.300293686,349.8,1,994400,11333,2
7,1,0,2,32,64,0.406020558,374.18,1,1012000,3579,5
8,1,0.26,2,31,141,0.494126285,344.5,1,827200,8591,2
7,0,0,1,25,67,0.4030837,359.34,1,1029600,3830,4
8,0,0.42,2,9,22,0.437591777,351.92,1,968000,8520,3
11,0,0.43,2,6,16,0.582232012,350.86,1,827200,9496,3
13,0,0.54,3,10,26,0.684287812,321.18,1,950400,2365,3
11,0,0.56,2,3,8,0.370778267,347.68,1,1012000,6040,3
7,0,0.29,2,19,42,0.437591777,363.58,1,932800,8457,2
11,1,0.49,3,4,8,0.57195301,337.08,1,968000,397,2
7,1,0.3,6,19,106,0.522026432,334.96,1,827200,9342,2
8,1,0,2,6,9,0.486784141,354.04,1,836000,7396,3
10,1,0.1,3,11,48,0.802496329,334.96,1,853600,6893,2
7,0,0.44,2,7,11,0.420704846,352.98,1,968000,1907,4
6,1,0,2,26,60,0.310572687,372.06,0,985600,8092,3
9,1,0.24,3,13,38,0.611600587,345.56,1,932800,9646,2
9,1,0.26,2,4,23,0.626284875,354.04,1,827200,12220,3
8,1,0.03,2,25,99,0.444933921,359.34,0,862400,11450,1
7,0,0.43,3,18,80,0.357562408,328.6,1,1126400,5289,4
8,1,0.05,2,12,39,0.497797357,355.1,0,818400,11747,1
5,0,0.02,2,36,92,0.107929515,369.94,1,1232000,6464,4
6,1,0,2,9,17,0.426578561,377.36,1,950400,11737,3
7,0,0.28,3,36,109,0.468428781,356.16,1,968000,9973,3
8,0,0.6,3,5,10,0.388399413,344.5,1,1012000,11232,3
12,1,0.49,3,28,62,0.685022026,332.84,1,880000,2060,2
7,1,0.12,2,13,28,0.42804699,349.8,1,862400,2832,2
6,1,0.21,4,7,22,0.425110132,356.16,1,968000,11213,1
7,0,0.25,2,4,45,0.251835536,352.98,1,1091200,6545,2
8,0,0.63,3,3,9,0.495594714,327.54,1,1073600,11796,3
10,0,0.64,2,10,41,0.5969163,345.56,1,924000,3203,2
9,0,0.36,3,6,15,0.473568282,344.5,1,985600,6934,3
9,1,0.26,2,7,60,0.599853157,355.1,1,924000,412,2
7,1,0.09,2,4,11,0.334067548,349.8,0,924000,10117,1
8,0,0.46,2,6,10,0.257709251,358.28,1,1100000,629,3
8,0,0.31,2,8,44,0.434654919,341.32,1,844800,6859,2
5,0,0.27,2,21,51,0.128487518,390.08,1,1135200,4001,4
8,1,0.19,2,27,94,0.435389134,359.34,1,836000,6372,3
9,0,0.49,2,23,67,0.458883994,345.56,1,976800,456,4
8,1,0.22,2,13,81,0.535242291,343.44,1,827200,1857,3
12,1,0.66,8,36,121,0.758443465,349.8,1,818400,10549,2
7,1,0.26,2,16,112,0.425110132,344.5,1,897600,11313,3
9,0,0.45,2,34,85,0.567547724,326.48,1,924000,11874,2
7,1,0.26,2,28,65,0.458883994,362.52,1,1012000,7276,3
9,1,0.49,3,17,53,0.552863436,350.86,1,924000,6954,2
8,1,0.32,3,15,46,0.552863436,359.34,1,880000,6438,3
10,1,0.27,2,22,52,0.567547724,334.96,1,844800,1726,2
10,0,0.42,2,5,12,0.414831131,324.36,1,897600,6339,5
12,0,0.66,2,6,22,0.674008811,338.14,1,906400,7224,1
5,1,0.09,2,7,19,0.244493392,358.28,1,924000,6440,3
10,1,0.11,2,19,32,0.569016153,337.08,1,844800,1349,2
9,0,0.46,4,15,40,0.611600587,350.86,1,809600,3364,2
7,1,0.33,2,9,64,0.473568282,354.04,1,818400,4233,2
7,0,0.15,2,8,35,0.442731278,359.34,0,809600,2105,3
7,0,0.34,2,9,47,0.530837004,366.76,1,959200,10869,3
7,1,0.18,5,27,94,0.535242291,352.98,0,871200,12363,3
6,0,0.4,2,40.5,100,0.256975037,351.92,1,1082400,10838,3
6,0,0.08,2,19,31,0.184287812,381.6,1,1073600,12374,3
7,0,0.07,2,40,89,0.464757709,339.2,1,809600,1837,2
12,0,0.44,2,19,41,0.534508076,320.12,1,871200,620,3
10,1,0.27,2,30,151,0.685022026,337.08,1,800800,11505,2
9,1,0.14,2,9,31,0.567547724,343.44,1,836000,1237,2
7,1,0.05,4,14,27,0.475770925,373.12,1,941600,5915,4
8,0,0.48,3,14,33,0.573421439,350.86,1,976800,12342,3
7,1,0.09,2,15,64,0.420704846,341.32,1,836000,1212,3
8,0,0.53,2,6,26,0.494126285,356.16,1,888800,3700,2
9,1,0.49,2,33,134,0.516152717,322.24,1,862400,5083,2
10,0,0.5,2,6,24,0.582232012,342.38,1,862400,12365,3
8,0,0.32,2,7,35,0.285609398,352.98,1,1003200,6645,3
7,0,0.2,2,9,23,0.494126285,361.46,1,844800,3313,3
10,0,0.5,2,19,83,0.5969163,347.68,1,809600,5097,3
6,0,0.16,1,8,14,0.156387665,359.34,0,1126400,9421,2
8,0,0.31,2,13,36,0.248898678,347.68,1,1082400,1969,3
9,1,0.49,2,23,144,0.567547724,342.38,1,818400,4060,2
10,1,0.32,3,22,56,0.655653451,347.68,1,941600,11940,3
9,0,0.4,2,15,40,0.298825257,343.44,1,1073600,3678,3
6,0,0.39,1,8,19,0.156387665,352.98,1,1126400,12478,5
10,0,0.53,3,5,20,0.640969163,345.56,1,985600,4555,2
15,1,0.49,3,5,37,0.685022026,319.06,1,950400,4918,2
7,1,0.13,2,12,35,0.494126285,365.7,1,836000,3365,3
8,1,0.24,2,15,81,0.444199706,333.9,0,836000,6364,2
7,0,0.33,2,13,87,0.582966226,372.06,1,836000,5444,3
8,1,0,3,11,26,0.494126285,352.98,1,906400,5670,2
9,0,0.34,4,8,18,0.445668135,349.8,1,915200,2183,2
10,0,0.45,2,6,9,0.455947137,340.26,1,1003200,1056,3
7,0,0.15,2,22,43,0.4030837,351.92,1,836000,9204,2
12,0,0.66,8,13,32,0.611600587,318,1,1056000,199,4
10,0,0.38,2,10,36,0.46328928,339.2,1,1056000,12338,3
7,1,0.07,2,5,20,0.332599119,349.8,1,985600,7929,2
5,0,0.5,2,6,19,0.171071953,390.08,1,1073600,10369,3
10,0,0.49,2,5,9,0.386930984,352.98,1,1003200,346,3
8,1,0.02,3,15,26,0.464023495,356.16,1,906400,3642,4
7,1,0,2,3,13,0.510279001,355.1,1,853600,3009,3
10,0,0.46,2,6,10,0.400146843,332.84,1,915200,11674,4
7,1,0.04,2,6,15,0.36784141,356.16,1,888800,2261,3
8,1,0.02,3,15,33,0.538179148,358.28,1,844800,3356,3
9,0,0.49,2,21,59,0.452276065,337.08,1,915200,1667,2
8,0,0.1,2,6,16,0.435389134,347.68,1,906400,4008,1
7,1,0.23,2,16,65,0.494126285,354.04,1,827200,560,2
9,0,0.48,2,39,106,0.567547724,332.84,1,950400,5403,2
10,1,0.24,2,13,32,0.538179148,337.08,1,897600,3306,2
7,1,0,2,34,63,0.355359765,373.12,1,968000,3186,3
8,0,0.31,2,4,15,0.582232012,359.34,1,924000,1315,2
12,0,0.52,4,35,67,0.589574156,349.8,1,888800,3600,3
7,1,0.05,2,19,49,0.50660793,358.28,1,871200,10445,2
10,1,0.11,2,6,31,0.714390602,338.14,1,968000,5391,2
8,1,0.03,2,4,8,0.301762115,358.28,0,1003200,6429,3
8,0,0.36,2,21,60,0.5969163,354.04,1,924000,6698,2
8,1,0.24,2,10,41,0.589574156,362.52,1,809600,2596,3
6,1,0,2,6,16,0.360499266,368.88,1,932800,8635,2
8,1,0.02,2,10,14,0.430249633,320.12,1,915200,9834,3
9,1,0.39,2,5,15,0.582232012,350.86,1,924000,2930,2
9,0,0.37,3,6,16,0.361967695,349.8,1,1232000,9841,4
12,0,0.49,2,5,18,0.640969163,315.88,1,897600,7602,2
8,1,0.1,3,17,40,0.567547724,350.86,1,818400,3977,3
8,0,0.68,7,26,91,0.570484581,319.06,1,924000,4715,3
9,1,0.11,2,25,66,0.508076358,337.08,1,862400,11908,2
9,1,0.49,2,23,144,0.567547724,343.44,1,800800,1819,2
6,1,0,2,5,31,0.341409692,371,0,1117600,8015,3
6,1,0.08,4,9,29,0.494126285,366.76,1,827200,9836,2
8,1,0,2,30,48,0.267254038,368.88,1,1082400,9862,4
9,0,0.49,2,23,121,0.516152717,320.12,1,809600,11149,2
12,0,0.59,2,23,66,0.60866373,309.52,0,800800,1559,2
9,0,0.36,2,13,19,0.552863436,350.86,0,827200,8975,2
8,1,0.22,2,12,20,0.545521292,337.08,1,827200,2213,2
8,1,0.2,2,11,65,0.494126285,338.14,1,827200,1660,2
10,0,0.52,7,38,76,0.941262849,361.46,1,836000,11612,3
12,0,0.55,3,33,67,0.743759178,351.92,1,1012000,928,4
9,1,0.05,2,26,96,0.611600587,358.28,1,814000,11582,2
8,0,0.43,2,29,67,0.538179148,352.98,1,827200,555,2
7,1,0,2,13,38,0.490455213,362.52,1,809600,11695,2
7,0,0.07,2,18,43,0.4030837,348.74,1,880000,9,2
9,0,0.44,2,7,18,0.626284875,375.24,1,880000,11318,2
13,0,0.55,3,5,47,0.670337739,340.26,1,932800,7125,2
8,0,0.33,2,15,143,0.494126285,334.96,1,862400,10878,2
13,0,0.49,6,17,43,0.964023495,349.8,1,1117600,10485,2
7,1,0.14,2,15,20,0.48825257,369.94,1,809600,5828,2
8,1,0.33,2,13,55,0.611600587,359.34,1,924000,11223,2
6,1,0,2,6,23,0.182819383,373.12,1,1126400,3449,3
12,0,0.57,2,6,19,0.670337739,327.54,1,915200,3581,2
9,1,0.05,2,5,11,0.54185022,351.92,1,840400,12018,2
8,1,0.04,2,10,39,0.534508076,357.22,1,880000,8833,4
9,0,0.38,2,21,57,0.611600587,345.56,1,924000,6724,2
8,1,0.05,2,13,35,0.363436123,372.06,1,1012000,3924,3
9,1,0,3,4,28,0.611600587,359.34,0,888800,2515,2
9,0,0.52,2,18,43,0.452276065,361.46,1,1082400,8928,3
10,0,0.46,2,6,15,0.516152717,344.5,1,906400,6173,1
11,0,0.52,2,15,38,0.618942731,327.54,1,844800,981,1
10,0,0.5,2,19,149,0.53010279,307.4,1,818400,11881,2
7,1,0.02,2,17,87,0.542584435,378.42,1,862400,5834,3
10,1,0.27,3,22,56,0.699706314,337.08,1,871200,4432,2
7,0,0.35,2,11,41,0.435389134,356.16,1,827200,5624,2
12,1,0.66,8,30,124,0.611600587,305.28,1,818400,9226,2
7,0,0.29,2,26,69,0.504405286,375.24,0,836000,813,2
8,1,0.08,2,15,27,0.257709251,347.68,1,1038400,4962,3
8,1,0.03,4,5,11,0.545521292,357.22,1,888800,7161,1
8,0,0.3,3,18,75,0.494126285,352.98,1,827200,10237,3
8,1,0.04,2,17,27,0.417033774,345.56,1,880000,5406,3
11,0,0.53,3,10,17,0.508810573,333.9,1,844800,5588,2
7,1,0,2,6,12,0.353157122,376.3,1,897600,3147,1
8,0,0.42,2,23,67,0.450073421,356.16,1,968000,10879,2
9,0,0.3,3,18,95,0.5969163,348.74,1,853600,4280,3
8,1,0.22,2,11,41,0.538179148,333.9,1,792000,7731,3
8,0,0.4,6,25,102,0.567547724,349.8,0,924000,5185,3
7,0,0,1,3,12,0.334067548,371,1,1012000,3400,2
6,0,0,2,27,88,0.082966226,365.7,1,1196800,6764,3
9,0,0.44,2,6,10,0.482378855,350.86,1,800800,3848,2
8,0,0.38,2,41,68,0.479441997,349.8,1,836000,3558,2
5,0,0.11,2,12,24,0.244493392,408.1,1,1108800,395,1
9,0,0.21,2,7,34,0.599853157,351.92,1,985600,6620,2
7,1,0.54,2,19,110,0.530837004,334.96,1,809600,12347,2
9,1,0.31,3,24,56,0.655653451,345.56,1,871200,6196,2
8,1,0.08,2,5,15,0.450073421,375.24,1,959200,8366,1
8,1,0.14,2,27,53,0.475770925,349.8,1,836000,6093,2
10,0,0.46,2,5,10,0.54185022,322.24,0,880000,11105,2
11,1,0.22,3,37,152,0.626284875,358.28,0,1038400,10110,3
7,1,0.02,2,24,43,0.512481645,354.04,1,844800,3079,1
10,1,0.61,2,6,16,0.640969163,350.86,1,880000,10727,2
6,1,0.14,2,21,48,0.225403818,375.24,1,1047200,6086,3
8,0,0.12,2,10,67,0.516152717,336.02,1,862400,6854,3
12,0,0.49,2,5,21,0.709985316,330.72,1,950400,9194,3
7,1,0,2,16,27,0.567547724,363.58,1,818400,8416,2
8,1,0.06,2,16,63,0.398678414,364.64,1,968000,12077,2
5,1,0,2,14,45,0.284875184,400.68,1,1100000,2156,3
8,0,0.4,3,8,19,0.389867841,359.34,1,1038400,11388,3
12,0,0.52,3,31,68,0.751101322,334.96,1,827200,6576,2
6,1,0,2,8,16,0.426578561,377.36,1,1012000,9285,1
10,1,0.11,3,18,101,0.714390602,337.08,1,809600,946,1
7,0,0.39,2,9,48,0.519089574,361.46,1,906400,4815,3
7,1,0.02,2,17,26,0.42804699,356.16,1,880000,11416,2
6,0,0,2,15,28,0.272393539,383.72,1,1144000,1922,3
8,0,0.37,2,8,20,0.37958884,359.34,1,1038400,8803,3
8,1,0.01,3,48,71,0.398678414,336.02,0,827200,1918,3
10,1,0.45,2,11,30,0.515418502,342.38,1,924000,4605,3
5,1,0,2,15,23,0.284875184,378.42,1,1003200,9787,2
8,1,0.22,2,17,96,0.464757709,345.56,1,871200,5048,2
5,1,0,1,16,46,0.184287812,413.4,1,1100000,12227,4
7,0,0.24,2,19,47,0.404552129,355.1,1,888800,6472,3
7,1,0.14,2,21,47,0.535242291,350.86,1,809600,441,2
7,0,0.49,2,33,48,0.382525698,354.04,1,1073600,584,4
8,0,0.4,2,4,10,0.302496329,348.74,1,1064800,661,4
11,1,0.49,5,5,19,0.743759178,347.68,1,888800,583,2
12,0,0.49,5,26,49,0.567547724,320.12,1,792000,3666,3
11,0,0.39,2,8,19,0.491189427,337.08,1,888800,93,3
9,1,0.16,3,25,94,0.714390602,368.88,1,827200,12099,2
8,1,0.19,2,36,85,0.36123348,339.2,1,862400,10109,2
6,1,0,2,7,17,0.288546256,371,1,1012000,8405,3
10,0,0.54,2,7,19,0.471365639,342.38,1,1020800,8082,4
8,1,0.2,2,7,28,0.508810573,349.8,1,809600,8537,3
7,0,0.47,2,7,24,0.470631424,361.46,1,1003200,80,3
7,0,0.3,2,31,68,0.522026432,375.24,1,792000,1755,2
6,1,0.11,2,13,26,0.219530103,378.42,1,1091200,6452,1
9,0,0.45,2,11,27,0.373715125,340.26,1,1108800,2545,4
7,1,0.01,2,9,18,0.374449339,356.16,1,862400,2684,3
6,0,0.43,6,18,121,0.3979442,349.8,1,774400,10355,2
7,1,0,2,40,38,0.398678414,380.54,0,1012000,12309,5
10,1,0.28,2,35,151,0.802496329,337.08,1,994400,10837,3
7,1,0.15,2,22,42,0.470631424,364.64,1,994400,1157,3
8,0,0.3,2,6,12,0.358296623,350.86,1,1038400,10755,4
12,0,0.54,2,5,18,0.670337739,332.84,1,906400,2039,2
9,1,0.34,2,32,67,0.475036711,322.24,1,862400,6973,3
8,1,0.28,2,23,54,0.582232012,361.46,1,818400,2480,1
7,0,0.1,2,12,28,0.435389134,361.46,1,915200,4003,2
10,0,0.5,2,28,67,0.665932452,359.34,1,853600,7479,3
8,1,0.14,2,3,7,0.344346549,366.76,1,950400,10327,3
8,0,0.29,3,18,75,0.538179148,339.2,1,871200,2397,3
7,0,0.23,2,5,39,0.248898678,352.98,0,1091200,3559,3
13,0,0.54,2,28,66,0.707048458,336.02,1,941600,3142,3
6,1,0,2,6,13,0.482378855,367.82,1,836000,6633,2
8,0,0.6,2,9,26,0.457415565,340.26,1,906400,1750,3
8,1,0.04,2,10,29,0.347283407,351.92,1,915200,1303,3
6,0,0.09,2,18,48,0.34948605,377.36,1,985600,4871,1
7,1,0.12,2,25,66,0.420704846,347.68,1,809600,9590,2
7,1,0.12,2,18,101,0.464757709,338.14,1,836000,9488,2
7,1,0.02,2,15,33,0.395007342,359.34,1,906400,8540,3
6,1,0,1,26,44,0.135095448,372.06,1,1029600,8364,3
8,0,0.17,2,3,15,0.435389134,348.74,0,880000,11116,3
7,1,0.22,2,11,105,0.450073421,323.3,0,897600,7718,3
6,1,0,2,11,18,0.33773862,362.52,1,968000,10743,4
10,0,0.46,2,5,10,0.345814978,305.28,2,1012000,4708,3
7,1,0.04,2,20,99,0.450073421,347.68,0,862400,2843,2
11,0,0.48,3,21,78,0.611600587,336.02,1,809600,12101,2
8,0,0.4,2,6,10,0.388399413,355.1,1,985600,4727,3
8,1,0.49,2,8,31,0.52349486,360.4,1,915200,12032,1
9,1,0.31,3,24,94,0.611600587,345.56,1,814000,10460,3
10,0,0.42,2,22,65,0.5969163,349.8,1,800800,6908,2
8,1,0.09,3,5,30,0.621879589,361.46,1,1012000,1711,2
6,1,0.31,2,9,72,0.253303965,354.04,1,1012000,10634,4
8,1,0.35,2,8,60,0.473568282,361.46,1,827200,6661,2
8,1,0,3,48,74,0.482378855,333.9,0,827200,10414,2
11,0,0.45,2,20,50,0.533773862,328.6,1,1003200,150,3
7,1,0.23,2,11,119,0.450073421,347.68,1,836000,5864,3
7,1,0,2,9,18,0.372246696,364.64,1,1012000,6621,4
8,0,0.4,2,6,15,0.37958884,350.86,1,1038400,5360,4
7,1,0.2,2,14,47,0.420704846,358.28,1,836000,4489,1
9,0,0.5,2,19,57,0.501468429,318,1,818400,8691,2
10,0,0.49,3,7,19,0.457415565,342.38,1,1047200,6421,4
7,1,0.35,2,51,70,0.441262849,356.16,1,888800,8328,2
9,1,0.24,2,9,48,0.457415565,330.72,0,853600,4403,2
8,1,0.21,2,4,18,0.52349486,342.38,1,800800,5235,3
10,0,0.47,2,6,12,0.373715125,336.02,0,1012000,3425,3
8,1,0.2,2,34,89,0.458883994,343.44,1,871200,1797,2
7,1,0.18,5,52,145,0.535242291,339.2,1,809600,3087,2
8,0,0.68,8,28,42,0.47650514,356.16,1,1056000,4389,4
7,0,0.25,2,13,26,0.316446402,360.4,1,1029600,10143,3
6,1,0.1,2,39,51,0.353891336,349.8,0,888800,501,2
7,0,0.12,2,4,25,0.444933921,349.8,0,871200,3255,2
8,1,0.21,2,4,15,0.534508076,357.22,1,880000,1545,2
13,0,0.49,2,5,16,0.633627019,331.78,1,959200,610,2
10,1,0.31,3,21,59,0.582232012,349.8,1,871200,9638,2
9,0,0.51,2,16,40,0.574889868,355.1,1,897600,5112,2
7,1,0.08,2,10,17,0.450073421,364.64,1,976800,1309,4
8,1,0.17,3,21,38,0.538179148,358.28,1,897600,5687,3
9,1,0.28,2,7,38,0.567547724,330.72,1,836000,6814,2
10,0,0.56,2,17,61,0.444933921,322.24,1,1056000,9044,3
7,1,0,3,21,31,0.483113069,369.94,1,897600,7286,1
8,1,0.09,6,6,19,0.420704846,355.1,1,915200,6744,2
10,0,0.37,2,27,39,0.45154185,333.9,1,985600,1967,3
8,1,0.27,2,12,23,0.611600587,345.56,1,809600,4538,2
8,1,0.2,2,36,44,0.357562408,328.6,0,862400,4695,2
11,1,0.49,3,34,145,0.582232012,342.38,1,950400,3307,3
8,0,0.68,2,25,67,0.386930984,331.78,1,985600,2541,4
7,1,0,4,51,90,0.485315712,347.68,1,880000,3583,2
7,1,0,2,5,13,0.25917768,364.64,0,1064800,8995,4
8,1,0,3,11,35,0.567547724,360.4,0,871200,9758,2
10,1,0.45,2,6,25,0.424375918,332.84,1,836000,9928,2
8,0,0.3,2,6,25,0.413362702,350.86,1,968000,6494,3
12,0,0.49,3,54,55,0.751101322,342.38,1,950400,1059,3
9,1,0.1,2,10,41,0.508810573,354.04,1,880000,6870,3
6,1,0.33,3,16,70,0.253303965,378.42,1,1029600,3012,3
8,1,0.22,2,5,28,0.486784141,345.56,1,836000,9067,2
7,1,0,2,11,24,0.567547724,373.12,1,844800,5620,2
6,1,0,2,9,20,0.359030837,362.52,1,968000,351,3
7,1,0.06,2,9,45,0.369309838,372.06,0,994400,7258,1
8,1,0.08,2,5,20,0.457415565,356.16,1,915200,1603,3
8,1,0.12,2,7,33,0.332599119,366.76,1,1100000,3145,3
8,1,0.35,2,16,28,0.552863436,364.64,1,792000,1709,2
9,1,0.26,2,7,23,0.494126285,333.9,1,827200,8312,2
9,1,0.2,4,12,37,0.572687225,351.92,1,880000,1610,3
10,1,0.44,2,21,77,0.508810573,310.58,2,818400,11706,2
9,1,0.14,2,4,11,0.345814978,337.08,1,862400,3703,2
6,1,0,2,6,13,0.303230543,387.96,1,1012000,3094,3
6,1,0.14,2,7,22,0.360499266,368.88,1,985600,6679,2
11,0,0.5,3,20,55,0.5969163,333.9,1,915200,10839,3
10,0,0.43,2,11,37,0.46328928,339.2,1,1047200,9887,3
8,0,0.32,2,7,25,0.494126285,358.28,1,985600,3000,3
10,1,0.27,3,15,104,0.574889868,345.56,1,862400,244,2
7,1,0.08,2,10,19,0.406020558,363.58,1,994400,11338,3
11,1,0.49,5,5,14,0.639500734,341.32,1,968000,6958,3
7,0,0.28,3,6,23,0.633627019,390.08,1,1064800,6168,3
